Date,Open,High,Low,Close,Volume
29-Apr-14,2.35,2.43,2.35,2.38,182925
28-Apr-14,2.34,2.42,2.30,2.35,265205
25-Apr-14,2.17,2.35,2.17,2.34,464031
24-Apr-14,2.24,2.24,2.16,2.18,53204
23-Apr-14,2.16,2.24,2.15,2.18,203999
22-Apr-14,2.14,2.19,2.14,2.17,75874
21-Apr-14,2.19,2.19,2.12,2.16,62876
16-Apr-14,2.19,2.20,2.18,2.18,44772
15-Apr-14,2.20,2.20,2.15,2.16,53255
14-Apr-14,2.24,2.24,2.18,2.19,72449
11-Apr-14,2.31,2.31,2.21,2.24,41324
10-Apr-14,2.34,2.34,2.27,2.28,54118
9-Apr-14,2.24,2.33,2.24,2.29,117386
8-Apr-14,2.20,2.26,2.20,2.24,126583
7-Apr-14,2.16,2.20,2.16,2.18,83342
4-Apr-14,2.20,2.20,2.14,2.16,130545
3-Apr-14,2.02,2.24,2.02,2.23,99044
1-Apr-14,2.24,2.24,2.20,2.22,163343
31-Mar-14,2.24,2.25,2.20,2.24,186251
28-Mar-14,2.21,2.25,2.20,2.24,59985
27-Mar-14,2.28,2.28,2.22,2.25,162382
26-Mar-14,2.30,2.33,2.28,2.28,94019
25-Mar-14,2.30,2.30,2.26,2.28,17232
21-Mar-14,2.35,2.37,2.26,2.30,62812
20-Mar-14,2.40,2.40,2.37,2.37,44514
19-Mar-14,2.35,2.40,2.35,2.40,16632
18-Mar-14,2.46,2.46,2.37,2.38,64636
17-Mar-14,2.39,2.44,2.33,2.42,129867
14-Mar-14,2.25,2.35,2.22,2.33,139985
13-Mar-14,2.20,2.20,2.18,2.19,91392
12-Mar-14,2.18,2.20,2.15,2.18,40499
11-Mar-14,2.23,2.25,2.15,2.19,142515
10-Mar-14,2.31,2.31,2.20,2.24,115569
7-Mar-14,2.42,2.42,2.32,2.34,77898
6-Mar-14,2.50,2.50,2.40,2.42,92546
5-Mar-14,2.52,2.55,2.45,2.45,75330
28-Feb-14,2.57,2.57,2.52,2.52,21250
27-Feb-14,2.59,2.61,2.50,2.55,107896
26-Feb-14,2.65,2.66,2.55,2.55,151843
25-Feb-14,2.67,2.75,2.58,2.58,199201
24-Feb-14,2.70,2.70,2.55,2.67,314199
21-Feb-14,2.85,2.85,2.73,2.80,78420
20-Feb-14,2.88,2.88,2.80,2.80,41157
19-Feb-14,2.80,2.86,2.78,2.86,166889
18-Feb-14,2.89,2.89,2.78,2.82,159510
17-Feb-14,2.90,2.90,2.83,2.87,134726
14-Feb-14,2.96,2.96,2.82,2.87,130291
13-Feb-14,3.00,3.00,2.87,2.93,125707
12-Feb-14,2.95,3.05,2.90,2.99,90768
11-Feb-14,2.88,2.97,2.85,2.97,87430
10-Feb-14,3.02,3.05,2.90,2.90,91631
7-Feb-14,3.08,3.14,3.00,3.00,110684
6-Feb-14,3.20,3.20,3.06,3.06,50915
5-Feb-14,3.25,3.25,3.06,3.14,88175
4-Feb-14,3.40,3.50,3.15,3.22,328903
3-Feb-14,3.18,3.40,3.18,3.36,227126
31-Jan-14,3.06,3.19,3.05,3.13,344069
30-Jan-14,2.87,3.03,2.85,3.01,455040
29-Jan-14,2.86,2.86,2.75,2.85,46176
28-Jan-14,2.75,2.82,2.73,2.82,72050
27-Jan-14,2.94,2.94,2.75,2.75,86884
24-Jan-14,2.70,2.88,2.70,2.88,96667
23-Jan-14,2.86,2.86,2.70,2.70,139048
22-Jan-14,3.00,3.00,2.86,2.88,58882
21-Jan-14,2.88,2.92,2.75,2.86,152796
