Date,Open,High,Low,Close,Volume
14-Feb-14,5890.45,6072.57,5889.49,6025.81,0
13-Feb-14,5846.80,5889.49,5770.09,5889.49,0
12-Feb-14,5611.57,5876.36,5611.57,5846.80,0
11-Feb-14,5391.72,5610.92,5373.79,5610.23,0
10-Feb-14,5572.30,5572.30,5392.17,5399.99,0
7-Feb-14,5877.07,5877.07,5553.41,5570.84,0
6-Feb-14,5902.88,5938.36,5793.48,5860.72,0
5-Feb-14,6112.28,6134.86,5837.02,5904.92,0
4-Feb-14,6066.61,6115.23,6066.61,6110.80,0
3-Feb-14,6005.23,6141.46,6005.23,6065.02,0
31-Jan-14,5837.01,6009.28,5823.41,5994.31,0
30-Jan-14,5651.08,5835.90,5651.08,5835.90,0
29-Jan-14,5630.71,5681.20,5588.80,5643.47,0
28-Jan-14,5588.43,5636.42,5556.26,5631.79,0
27-Jan-14,5534.97,5578.51,5297.72,5578.51,0
24-Jan-14,5757.06,5757.06,5508.10,5534.97,0
23-Jan-14,5889.61,5955.41,5737.89,5757.87,0
22-Jan-14,5839.63,5888.70,5787.58,5888.70,0
21-Jan-14,5921.80,5928.86,5805.43,5838.99,0
20-Jan-14,5859.38,5922.50,5859.38,5918.29,0
17-Jan-14,5825.77,5929.73,5825.77,5858.96,0
16-Jan-14,5682.57,5827.71,5682.57,5826.69,0
15-Jan-14,5558.43,5681.99,5558.43,5681.99,0
14-Jan-14,5561.48,5599.27,5517.14,5555.61,0
13-Jan-14,5490.35,5605.66,5489.14,5561.48,0
10-Jan-14,5390.41,5491.56,5390.41,5483.74,0
9-Jan-14,5396.31,5414.34,5357.14,5379.18,0
8-Jan-14,5374.93,5445.82,5343.36,5395.15,0
7-Jan-14,5305.89,5359.89,5304.07,5359.89,0
6-Jan-14,5411.76,5464.36,5274.87,5305.89,0
3-Jan-14,5320.39,5435.71,5320.39,5394.75,0
2-Jan-14,5383.17,5407.53,5306.05,5320.39,0
30-Dec-13,5396.56,5449.68,5353.66,5382.21,0
27-Dec-13,5275.50,5390.71,5263.90,5390.71,0
26-Dec-13,5346.70,5373.73,5256.18,5277.17,0
23-Dec-13,5295.14,5352.80,5274.54,5346.70,0
20-Dec-13,5354.68,5377.72,5265.65,5270.34,0
19-Dec-13,5404.59,5417.19,5335.20,5353.79,0
18-Dec-13,5427.19,5435.81,5319.92,5404.59,0
17-Dec-13,5381.74,5419.20,5326.51,5416.79,0
16-Dec-13,5275.98,5384.94,5274.95,5381.74,0
13-Dec-13,5240.92,5292.59,5240.92,5273.90,0
12-Dec-13,5218.70,5238.09,5137.86,5238.09,0
11-Dec-13,5256.60,5292.85,5205.90,5219.11,0
10-Dec-13,5358.13,5387.48,5244.01,5256.85,0
9-Dec-13,5369.90,5463.75,5330.80,5358.13,0
6-Dec-13,5368.11,5423.65,5356.13,5366.12,0
5-Dec-13,5362.20,5457.70,5346.61,5362.10,0
4-Dec-13,5323.90,5362.35,5258.10,5349.66,0
3-Dec-13,5558.13,5568.56,5296.50,5323.49,0
2-Dec-13,5742.73,5744.33,5533.43,5558.13,0
29-Nov-13,5756.22,5788.94,5691.49,5742.26,0
28-Nov-13,5692.68,5769.00,5619.49,5756.13,0
27-Nov-13,5712.68,5771.67,5614.47,5619.49,0
26-Nov-13,5573.24,5841.56,5573.24,5709.14,0
22-Nov-13,5424.67,5559.98,5424.67,5559.98,0
21-Nov-13,5393.86,5472.34,5393.86,5423.05,0
20-Nov-13,5250.63,5444.18,5250.63,5384.95,0
19-Nov-13,5573.47,5574.09,5209.09,5217.25,0
18-Nov-13,5613.06,5662.03,5557.03,5576.37,0
15-Nov-13,5505.84,5602.52,5505.84,5597.15,0
14-Nov-13,5291.26,5523.95,5291.26,5503.89,0
13-Nov-13,5320.13,5334.88,5263.07,5291.26,0
12-Nov-13,5444.92,5466.36,5309.09,5320.37,0
11-Nov-13,5355.94,5448.00,5355.94,5444.92,0
8-Nov-13,5374.14,5389.76,5310.45,5349.31,0
7-Nov-13,5553.72,5565.92,5340.87,5353.26,0
5-Nov-13,5287.34,5547.32,5284.58,5542.55,0
4-Nov-13,5151.27,5278.07,5151.27,5278.07,0
1-Nov-13,5206.60,5238.65,5143.70,5151.12,0
31-Oct-13,5257.08,5280.34,5205.22,5208.18,0
30-Oct-13,5236.57,5392.73,5148.76,5255.62,0
29-Oct-13,5503.02,5503.02,5171.06,5239.54,0
28-Oct-13,5559.87,5683.98,5481.42,5500.47,0
25-Oct-13,5674.87,5678.00,5487.29,5559.56,0
24-Oct-13,5390.62,5672.77,5366.83,5666.59,0
23-Oct-13,5646.30,5646.30,5377.19,5393.42,0
22-Oct-13,5696.03,5720.74,5584.57,5655.98,0
21-Oct-13,5515.62,5726.63,5515.62,5698.31,0
18-Oct-13,5417.49,5539.76,5415.21,5501.77,0
17-Oct-13,5272.66,5418.07,5252.21,5416.46,0
